Date,Home_Team,Away_Team,Competition,Rankings_Weight,Venue_Country
2011-05-13,United Arab Emirates,Japan,Asian Five Nations 2011,0.0,United Arab Emirates
2011-05-13,Uzbekistan,Jordan,Asian Five Nations 2011,0.0,United Arab Emirates
2011-05-13,Lebanon,Qatar,Asian Five Nations 2011,0.0,United Arab Emirates
2011-05-14,Latvia,Sweden,European Nations Cup 2012,0.0,
2011-05-14,Kazakhstan,Sri Lanka,Asian Five Nations 2011,0.0,Kazakhstan
2011-05-14,Norway,Israel,European Nations Cup 2012,0.0,
2011-05-14,Bulgaria,Finland,European Nations Cup 2012,0.0,Bulgaria
2011-05-14,Austria,Denmark,European Nations Cup 2012,0.0,Austria
2011-05-14,Uruguay,Paraguay,South American Championship A 2011,0.0,Argentina
2011-05-14,Chile,Brazil,South American Championship A 2011,0.0,Argentina
2011-05-15,Mexico,Cayman Islands,North America Caribbean Rugby Association Championship 2011,0.0,Mexico
2011-05-17,Chile,Paraguay,South American Championship A 2011,0.0,Argentina
2011-05-17,Uruguay,Brazil,South American Championship A 2011,0.0,Argentina
2011-05-20,Brazil,Paraguay,South American Championship A 2011,0.0,Argentina
2011-05-20,Uruguay,Chile,South American Championship A 2011,0.0,Argentina
2011-05-21,Hong Kong,United Arab Emirates,Asian Five Nations 2011,0.0,Hong Kong China
2011-05-21,Sri Lanka,Japan,Asian Five Nations 2011,0.0,Sri Lanka
2011-05-21,Barbados,Trinidad & Tobago,North America Caribbean Rugby Association Championship 2011,0.0,Barbados
2011-05-22,Argentina,Chile,South American Championship A 2011,0.0,Argentina
2011-05-25,Argentina,Uruguay,South American Championship A 2011,0.0,Argentina
2011-05-28,Armenia,Slovenia,European Nations Cup 2012,0.0,
2011-05-28,Bahamas,Mexico,North America Caribbean Rugby Association Championship 2011,0.0,
2011-05-28,Trinidad & Tobago,Guyana,North America Caribbean Rugby Association Championship 2011,0.0,Trinidad & Tobago
2011-05-29,England,Barbarians,Tour 2011,0.0,England
2011-06-01,Singapore,Malaysia,Asian Five Nations 2011,0.0,Korea
2011-06-01,Korea,Philippines,Asian Five Nations 2011,0.0,Korea
2011-06-04,Korea,Singapore,Asian Five Nations 2011,0.0,Korea
2011-06-04,Wales,Barbarians,Tour 2011,0.0,Wales
2011-06-04,Italy A,Canada,Churchill Cup 2011,0.0,England
2011-06-04,England Saxons,USA,Churchill Cup 2011,0.0,England
2011-06-04,Hungary,Norway,European Nations Cup 2012,0.0,Hungary
2011-06-04,Argentina,French Barbarians,Tour 2011,0.0,Argentina
2011-06-04,Malaysia,Philippines,Asian Five Nations 2011,0.0,Korea
2011-06-05,Mexico,Bermuda,North America Caribbean Rugby Association Championship 2011,0.0,Mexico
2011-06-08,Tonga,USA,Churchill Cup 2011,0.0,England
2011-06-08,Russia,Canada,Churchill Cup 2011,0.0,England
2011-06-10,Romania,Namibia,Nations Cup 2011,0.0,Romania
2011-06-10,Georgia,South African Kings,Nations Cup 2011,0.0,Romania
2011-06-10,Argentina Jaguars,Portugal,Nations Cup 2011,0.0,Romania
2011-06-11,Finland,Greece,European Nations Cup 2012,0.0,Finland
2011-06-11,Argentina,French Barbarians,Tour 2011,0.0,Argentina
2011-06-11,Guyana,Barbados,North America Caribbean Rugby Association Championship 2011,0.0,Guyana
2011-06-12,England Saxons,Tonga,Churchill Cup 2011,0.0,England
2011-06-12,Uganda,Zimbabwe,Confederation of African Rugby Championship 2011,0.0,Uganda
2011-06-12,Italy A,Russia,Churchill Cup 2011,0.0,England
2011-06-15,Madagascar,Zimbabwe,Confederation of African Rugby Championship 2011,0.0,Uganda
2011-06-15,Georgia,Argentina Jaguars,Nations Cup 2011,0.0,Romania
2011-06-15,Romania,South African Kings,Nations Cup 2011,0.0,Romania
2011-06-15,Portugal,Namibia,Nations Cup 2011,0.0,Romania
2011-06-18,USA,Russia,Churchill Cup 2011,0.0,England
2011-06-18,Uganda,Madagascar,Confederation of African Rugby Championship 2011,0.0,Uganda
2011-06-18,Tonga,Italy A,Churchill Cup 2011,0.0,England
2011-06-18,England Saxons,Canada,Churchill Cup 2011,0.0,England
2011-06-19,Portugal,South African Kings,Nations Cup 2011,0.0,Romania
2011-06-19,Georgia,Namibia,Nations Cup 2011,0.0,Romania
2011-06-19,Romania,Argentina Jaguars,Nations Cup 2011,0.0,Romania
2011-06-21,Senegal,Botswana,Confederation of African Rugby Championship 2011,0.0,Cameroon
2011-06-21,Cameroon,Zambia,Confederation of African Rugby Championship 2011,0.0,Cameroon
2011-06-22,Pakistan,Guam,Asian Five Nations 2011,0.0,Indonesia
2011-06-22,China,Indonesia,Asian Five Nations 2011,0.0,Indonesia
2011-06-22,Guyana,Bermuda,North America Caribbean Rugby Association Championship 2011,0.0,Guyana
2011-06-25,Guam,China,Asian Five Nations 2011,0.0,Indonesia
2011-06-25,Pakistan,Indonesia,Asian Five Nations 2011,0.0,Indonesia
2011-06-25,Zambia,Botswana,Confederation of African Rugby Championship 2011,0.0,Cameroon
2011-06-25,Zimbabwe,Kenya,Victoria Cup 2011,0.0,Zimbabwe
2011-06-25,Cameroon,Senegal,Confederation of African Rugby Championship 2011,0.0,Cameroon
2011-07-02,Tonga,Fiji,World Rugby Pacific Nations Cup 2011,0.0,Fiji
2011-07-02,Japan,Samoa,World Rugby Pacific Nations Cup 2011,0.0,Japan
2011-07-02,Zimbabwe,Uganda,Victoria Cup 2011,0.0,Zimbabwe
2011-07-09,Tonga,Japan,World Rugby Pacific Nations Cup 2011,0.0,Fiji
2011-07-09,Samoa,Fiji,World Rugby Pacific Nations Cup 2011,0.0,Fiji
2011-07-09,Kenya,Uganda,Victoria Cup 2011,0.0,Kenya
2011-07-13,Tonga,Samoa,World Rugby Pacific Nations Cup 2011,0.0,Fiji
2011-07-13,Japan,Fiji,World Rugby Pacific Nations Cup 2011,0.0,Fiji
2011-07-16,Cambodia,Laos,Asian Five Nations 2011,0.0,Cambodia
2011-07-16,Uganda,Kenya,Victoria Cup 2011,0.0,Uganda
2011-07-17,Australia,Samoa,Men's Internationals 2011,0.0,Australia
2011-07-22,New Zealand,Fiji,Men's Internationals 2011,0.0,New Zealand
2011-07-23,Australia,South Africa,Tri Nations 2011,0.0,Australia
2011-07-23,Kenya,Zimbabwe,Victoria Cup 2011,0.0,Kenya
2011-07-23,Niger,Mali A,Confederation of African Rugby Championship 2011,0.0,Mali
2011-07-23,Mali,Chad,Confederation of African Rugby Championship 2011,0.0,Mali
2011-07-24,Ghana,Benin,Confederation of African Rugby Championship 2011,0.0,Mali
2011-07-24,Burkina Faso,Togo,Confederation of African Rugby Championship 2011,0.0,Mali
2011-07-26,Mali A,Togo,Confederation of African Rugby Championship 2011,0.0,Mali
2011-07-26,Chad,Benin,Confederation of African Rugby Championship 2011,0.0,Mali
2011-07-27,Niger,Burkina Faso,Confederation of African Rugby Championship 2011,0.0,Mali
2011-07-27,Mali,Ghana,Confederation of African Rugby Championship 2011,0.0,Mali
2011-07-29,Mauritius,Nigeria,Africa Cup 2011,0.0,South Africa
2011-07-30,Burkina Faso,Ghana,Confederation of African Rugby Championship 2011,0.0,
2011-07-30,Niger,Mali,Confederation of African Rugby Championship 2011,0.0,
2011-07-30,New Zealand,South Africa,Tri Nations 2011,0.0,New Zealand
2011-07-30,Togo,Chad,Confederation of African Rugby Championship 2011,0.0,Mali
2011-07-30,Mali A,Benin,Confederation of African Rugby Championship 2011,0.0,Mali
2011-07-30,Laos,Cambodia,Asian Five Nations 2011,0.0,
2011-08-06,New Zealand,Australia,Tri Nations 2011,0.0,New Zealand
2011-08-06,Scotland,Ireland,Men's Internationals 2011,0.0,Scotland
2011-08-06,England,Wales,Men's Internationals 2011,0.0,England
2011-08-06,Canada,USA,Men's Internationals 2011,0.0,Canada
2011-08-06,Argentina,South America XV,Men's Internationals 2011,0.0,Argentina
2011-08-13,Fiji,Tonga,Men's Internationals 2011,0.0,Fiji
2011-08-13,Wales,England,Men's Internationals 2011,0.0,Wales
2011-08-13,South Africa,Australia,Tri Nations 2011,0.0,South Africa
2011-08-13,France,Ireland,Men's Internationals 2011,0.0,France
2011-08-13,Italy,Japan,Men's Internationals 2011,0.0,Italy
2011-08-13,USA,Canada,Men's Internationals 2011,0.0,United States
2011-08-19,Fiji,Tonga,Men's Internationals 2011,0.0,Fiji
2011-08-20,Ukraine,Romania,European Nations Cup 2012,0.0,Ukraine
2011-08-20,Wales,Argentina,Men's Internationals 2011,0.0,Wales
2011-08-20,South Africa,New Zealand,Tri Nations 2011,0.0,South Africa
2011-08-20,Scotland,Italy,Men's Internationals 2011,0.0,Scotland
2011-08-20,Ireland,France,Men's Internationals 2011,0.0,Ireland
2011-08-21,Japan,USA,Men's Internationals 2011,0.0,Japan
2011-08-21,Peru,Costa Rica,South American Championship B 2011,0.0,Peru
2011-08-21,Colombia,Venezuela,South American Championship B 2011,0.0,Peru
2011-08-24,Colombia,Peru,South American Championship B 2011,0.0,Peru
2011-08-24,Venezuela,Costa Rica,South American Championship B 2011,0.0,Peru
2011-08-26,Australian Barbarians,Canada,Men's Internationals 2011,0.0,Australia
2011-08-27,Australia,New Zealand,Tri Nations 2011,0.0,Australia
2011-08-27,Ireland,England,Men's Internationals 2011,0.0,Ireland
2011-08-27,Colombia,Costa Rica,South American Championship B 2011,0.0,Peru
2011-08-27,Venezuela,Peru,South American Championship B 2011,0.0,Peru
2011-09-03,Norway,Sweden,Viking Tri Nations 2011,0.0,Norway
2011-09-09,New Zealand,Tonga,Men's Rugby World Cup 2011,0.0,New Zealand
2011-09-10,Scotland,Romania,Men's Rugby World Cup 2011,0.0,New Zealand
2011-09-10,Fiji,Namibia,Men's Rugby World Cup 2011,0.0,New Zealand
2011-09-10,France,Japan,Men's Rugby World Cup 2011,0.0,New Zealand
2011-09-10,Argentina,England,Men's Rugby World Cup 2011,0.0,New Zealand
2011-09-11,Australia,Italy,Men's Rugby World Cup 2011,0.0,New Zealand
2011-09-11,Ireland,USA,Men's Rugby World Cup 2011,0.0,New Zealand
2011-09-11,South Africa,Wales,Men's Rugby World Cup 2011,0.0,New Zealand
2011-09-14,Samoa,Namibia,Men's Rugby World Cup 2011,0.0,New Zealand
2011-09-14,Tonga,Canada,Men's Rugby World Cup 2011,0.0,New Zealand
2011-09-14,Scotland,Georgia,Men's Rugby World Cup 2011,0.0,New Zealand
2011-09-15,Russia,USA,Men's Rugby World Cup 2011,0.0,New Zealand
2011-09-16,New Zealand,Japan,Men's Rugby World Cup 2011,0.0,New Zealand
2011-09-17,Argentina,Romania,Men's Rugby World Cup 2011,0.0,New Zealand
2011-09-17,South Africa,Fiji,Men's Rugby World Cup 2011,0.0,New Zealand
2011-09-17,Australia,Ireland,Men's Rugby World Cup 2011,0.0,New Zealand
2011-09-18,Wales,Samoa,Men's Rugby World Cup 2011,0.0,New Zealand
2011-09-18,England,Georgia,Men's Rugby World Cup 2011,0.0,New Zealand
2011-09-18,France,Canada,Men's Rugby World Cup 2011,0.0,New Zealand
2011-09-20,Italy,Russia,Men's Rugby World Cup 2011,0.0,New Zealand
2011-09-21,Tonga,Japan,Men's Rugby World Cup 2011,0.0,New Zealand
2011-09-22,South Africa,Namibia,Men's Rugby World Cup 2011,0.0,New Zealand
2011-09-23,Australia,USA,Men's Rugby World Cup 2011,0.0,New Zealand
2011-09-24,England,Romania,Men's Rugby World Cup 2011,0.0,New Zealand
2011-09-24,New Zealand,France,Men's Rugby World Cup 2011,0.0,New Zealand
2011-09-25,Fiji,Samoa,Men's Rugby World Cup 2011,0.0,New Zealand
2011-09-25,Ireland,Russia,Men's Rugby World Cup 2011,0.0,New Zealand
2011-09-25,Argentina,Scotland,Men's Rugby World Cup 2011,0.0,New Zealand
2011-09-26,Wales,Namibia,Men's Rugby World Cup 2011,0.0,New Zealand
2011-09-27,Canada,Japan,Men's Rugby World Cup 2011,0.0,New Zealand
2011-09-27,Italy,USA,Men's Rugby World Cup 2011,0.0,New Zealand
2011-09-28,Georgia,Romania,Men's Rugby World Cup 2011,0.0,New Zealand
2011-09-30,South Africa,Samoa,Men's Rugby World Cup 2011,0.0,New Zealand
2011-10-01,Australia,Russia,Men's Rugby World Cup 2011,0.0,New Zealand
2011-10-01,France,Tonga,Men's Rugby World Cup 2011,0.0,New Zealand
2011-10-01,England,Scotland,Men's Rugby World Cup 2011,0.0,New Zealand
2011-10-02,Argentina,Georgia,Men's Rugby World Cup 2011,0.0,New Zealand
2011-10-02,New Zealand,Canada,Men's Rugby World Cup 2011,0.0,New Zealand
2011-10-02,Wales,Fiji,Men's Rugby World Cup 2011,0.0,New Zealand
2011-10-02,Ireland,Italy,Men's Rugby World Cup 2011,0.0,New Zealand
2011-10-08,Ireland,Wales,Men's Rugby World Cup 2011,0.0,New Zealand
2011-10-08,England,France,Men's Rugby World Cup 2011,0.0,New Zealand
2011-10-08,Cyprus,Luxembourg,European Nations Cup 2012,0.0,Cyprus
2011-10-09,South Africa,Australia,Men's Rugby World Cup 2011,0.0,New Zealand
2011-10-09,New Zealand,Argentina,Men's Rugby World Cup 2011,0.0,New Zealand
2011-10-14,Rwanda,Burundi,Africa Cup 2011,0.0,Rwanda
2011-10-15,Wales,France,Men's Rugby World Cup 2011,0.0,New Zealand
2011-10-15,Denmark,Norway,European Nations Cup 2012,0.0,Denmark
2011-10-15,Slovakia,Bosnia & Herzegovina,European Nations Cup 2012,0.0,Slovakia
2011-10-15,Poland,Czech Republic,European Nations Cup 2012,0.0,Poland
2011-10-16,Australia,New Zealand,Men's Rugby World Cup 2011,0.0,New Zealand
2011-10-21,Wales,Australia,Men's Rugby World Cup 2011,0.0,New Zealand
2011-10-22,Lithuania,Sweden,European Nations Cup 2012,0.0,Lithuania
2011-10-22,Bulgaria,Luxembourg,European Nations Cup 2012,0.0,Bulgaria
2011-10-22,Austria,Israel,European Nations Cup 2012,0.0,Austria
2011-10-23,France,New Zealand,Men's Rugby World Cup 2011,0.0,New Zealand
2011-10-29,Hungary,Denmark,European Nations Cup 2012,0.0,
2011-10-29,Israel,Norway,European Nations Cup 2012,0.0,
2011-10-29,Serbia,Slovenia,European Nations Cup 2012,0.0,
2011-10-29,Latvia,Malta,European Nations Cup 2012,0.0,
2011-10-29,Sweden,Croatia,European Nations Cup 2012,0.0,
2011-11-05,Greece,Bulgaria,European Nations Cup 2012,0.0,Greece
2011-11-05,Malta,Lithuania,European Nations Cup 2012,0.0,Malta
2011-11-05,Croatia,Latvia,European Nations Cup 2012,0.0,Croatia
2011-11-05,Belgium,Czech Republic,European Nations Cup 2012,0.0,Belgium
2011-11-05,Austria,Hungary,European Nations Cup 2012,0.0,Austria
2011-11-12,Greece,Finland,European Nations Cup 2012,0.0,
2011-11-12,Moldova,Poland,European Nations Cup 2012,0.0,"Moldova, Republic of"
2011-11-12,Slovenia,Andorra,European Nations Cup 2012,0.0,Slovenia
2011-11-12,Germany,Netherlands,European Nations Cup 2012,0.0,Germany
2011-11-12,Kenya,Tunisia,Africa Cup 2011,0.0,Kenya
2011-11-12,Switzerland,Serbia,European Nations Cup 2012,0.0,Switzerland
2011-11-13,Portugal,Uruguay,Tour 2011,0.0,Portugal
2011-11-19,Czech Republic,Netherlands,European Nations Cup 2012,0.0,Czech Republic
2011-11-19,Spain,Uruguay,Tour 2011,0.0,Spain
2011-11-19,Poland,Germany,European Nations Cup 2012,0.0,Poland
2011-11-26,Czech Republic,Moldova,European Nations Cup 2012,0.0,Czech Republic
2011-11-26,Andorra,Switzerland,European Nations Cup 2012,0.0,Andorra
2011-11-26,Barbarians,Australia,Tour 2011,0.0,England
2011-11-29,Solomon Islands,Niue Island,Oceania Cup 2011,0.0,Papua New Guinea
2011-11-29,Papua New Guinea,Vanuatu,Oceania Cup 2011,0.0,Papua New Guinea
2011-12-01,Vanuatu,Niue Island,Oceania Cup 2011,0.0,Papua New Guinea
2011-12-01,Solomon Islands,Papua New Guinea,Oceania Cup 2011,0.0,Papua New Guinea
2011-12-03,Vanuatu,Solomon Islands,Oceania Cup 2011,0.0,Papua New Guinea
2011-12-03,Papua New Guinea,Niue Island,Oceania Cup 2011,0.0,Papua New Guinea
2011-12-03,Wales,Australia,Tour 2011,0.0,Wales
2011-12-10,Brazil,Kenya,Cup of Nations 2011,0.0,United Arab Emirates
2011-12-10,Hong Kong,United Arab Emirates,Cup of Nations 2011,0.0,United Arab Emirates
2011-12-13,Hong Kong,Kenya,Cup of Nations 2011,0.0,United Arab Emirates
2011-12-13,United Arab Emirates,Brazil,Cup of Nations 2011,0.0,United Arab Emirates
2011-12-16,United Arab Emirates,Kenya,Cup of Nations 2011,0.0,United Arab Emirates
2011-12-16,Hong Kong,Brazil,Cup of Nations 2011,0.0,United Arab Emirates
2012-02-12,Wales,Scotland,Six Nations 2012,0.0,Wales
2012-02-24,Brumby Runners,Samoa A,World Rugby Pacific Challenge 2012,0.0,Australia
2012-02-25,Ukraine,Spain,European Nations Cup 2012,0.0,Ukraine
2012-02-25,Georgia,Portugal,European Nations Cup 2012,0.0,Georgia
2012-02-25,Russia,Romania,European Nations Cup 2012,0.0,Russian Federation
2012-02-25,Ireland,Italy,Six Nations 2012,0.0,Ireland
2012-02-25,Belgium,Netherlands,European Nations Cup 2012,0.0,Belgium
2012-02-25,England,Wales,Six Nations 2012,0.0,England
2012-02-26,Junior Waratahs,Tonga A,World Rugby Pacific Challenge 2012,0.0,Australia
2012-02-26,Queensland A,Fiji Warriors,World Rugby Pacific Challenge 2012,0.0,Australia
2012-02-26,Scotland,France,Six Nations 2012,0.0,Scotland
2012-02-29,Brumby Runners,Fiji Warriors,World Rugby Pacific Challenge 2012,0.0,Australia
2012-03-01,Junior Waratahs,Samoa A,World Rugby Pacific Challenge 2012,0.0,Australia
2012-03-01,Queensland A,Tonga A,World Rugby Pacific Challenge 2012,0.0,Australia
2012-03-04,Brumby Runners,Tonga A,World Rugby Pacific Challenge 2012,0.0,Australia
2012-03-04,France,Ireland,Six Nations 2012,0.0,France
2012-03-05,Junior Waratahs,Fiji Warriors,World Rugby Pacific Challenge 2012,0.0,Australia
2012-03-05,Queensland A,Samoa A,World Rugby Pacific Challenge 2012,0.0,Australia
2012-03-09,Crusaders Knights,Fiji Warriors,World Rugby Pacific Challenge 2012,0.0,New Zealand
2012-03-09,Blues Development XV,Tonga A,World Rugby Pacific Challenge 2012,0.0,New Zealand
2012-03-10,Chiefs Development XV,Samoa A,World Rugby Pacific Challenge 2012,0.0,New Zealand
2012-03-10,Russia,Ukraine,European Nations Cup 2012,0.0,Russian Federation
2012-03-10,Moldova,Belgium,European Nations Cup 2012,0.0,"Moldova, Republic of"
2012-03-10,Czech Republic,Germany,European Nations Cup 2012,0.0,Czech Republic
2012-03-10,Wales,Italy,Six Nations 2012,0.0,Wales
2012-03-10,Romania,Georgia,European Nations Cup 2012,0.0,Romania
2012-03-10,Portugal,Spain,European Nations Cup 2012,0.0,Portugal
2012-03-10,Ireland,Scotland,Six Nations 2012,0.0,Ireland
2012-03-11,France,England,Six Nations 2012,0.0,France
2012-03-13,Blues Development XV,Fiji Warriors,World Rugby Pacific Challenge 2012,0.0,New Zealand
2012-03-15,Highlanders Development XV,Samoa A,World Rugby Pacific Challenge 2012,0.0,New Zealand
2012-03-15,Crusaders Knights,Tonga A,World Rugby Pacific Challenge 2012,0.0,New Zealand
2012-03-17,Chiefs Development XV,Fiji Warriors,World Rugby Pacific Challenge 2012,0.0,New Zealand
2012-03-17,Georgia,Russia,European Nations Cup 2012,0.0,Georgia
2012-03-17,Ukraine,Portugal,European Nations Cup 2012,0.0,Ukraine
2012-03-17,Italy,Scotland,Six Nations 2012,0.0,Italy
2012-03-17,Germany,Belgium,European Nations Cup 2012,0.0,Germany
2012-03-17,Switzerland,Slovenia,European Nations Cup 2012,0.0,Switzerland
2012-03-17,Wales,France,Six Nations 2012,0.0,Wales
2012-03-17,Spain,Romania,European Nations Cup 2012,0.0,Spain
2012-03-17,England,Ireland,Six Nations 2012,0.0,England
2012-03-19,Highlanders Development XV,Tonga A,World Rugby Pacific Challenge 2012,0.0,New Zealand
2012-03-19,Hurricanes Development XV,Samoa A,World Rugby Pacific Challenge 2012,0.0,New Zealand
2012-03-24,Germany,Moldova,European Nations Cup 2012,0.0,Germany
2012-03-24,Mexico,Jamaica,Men's Rugby World Cup Qualifying 2012,0.0,Mexico
2012-03-31,Romania,Ukraine,European Nations Cup 2012,0.0,Romania
2012-04-06,Tunisia,United Arab Emirates,Men's Internationals 2012,0.0,Tunisia
2012-04-07,Andorra,Armenia,European Nations Cup 2012,0.0,
2012-04-07,Belgium,Poland,European Nations Cup 2012,0.0,Belgium
2012-04-07,Netherlands,Moldova,European Nations Cup 2012,0.0,Netherlands
2012-04-07,St Vincent and the Grenadines,Barbados,Men's Rugby World Cup Qualifying 2012,0.0,St Vincent and the Grenadines
2012-04-07,Jamaica,Cayman Islands,Men's Rugby World Cup Qualifying 2012,0.0,Jamaica
2012-04-14,Armenia,Switzerland,European Nations Cup 2012,0.0,
2012-04-14,Serbia,Andorra,European Nations Cup 2012,0.0,
2012-04-15,Sri Lanka,Chinese Taipei,Men's Rugby World Cup Qualifying 2012,0.0,Philippines
2012-04-15,Singapore,Philippines,Men's Rugby World Cup Qualifying 2012,0.0,Philippines
2012-04-18,Sri Lanka,Singapore,Men's Rugby World Cup Qualifying 2012,0.0,Philippines
2012-04-18,Philippines,Chinese Taipei,Men's Rugby World Cup Qualifying 2012,0.0,Philippines
2012-04-21,Sri Lanka,Philippines,Men's Rugby World Cup Qualifying 2012,0.0,Philippines
2012-04-21,Singapore,Chinese Taipei,Men's Rugby World Cup Qualifying 2012,0.0,Philippines
2012-04-21,Malta,Sweden,European Nations Cup 2012,0.0,Malta
2012-04-21,Denmark,Austria,European Nations Cup 2012,0.0,Denmark
2012-04-21,Netherlands,Poland,European Nations Cup 2012,0.0,Netherlands
2012-04-21,Uganda,Kenya,Elgon Cup 2012,0.0,Uganda
2012-04-21,Hungary,Israel,European Nations Cup 2012,0.0,Hungary
2012-04-21,Luxembourg,Finland,European Nations Cup 2012,0.0,Luxembourg
2012-04-21,Barbados,St Vincent and the Grenadines,Men's Rugby World Cup Qualifying 2012,0.0,Barbados
2012-04-21,Cayman Islands,Mexico,Men's Rugby World Cup Qualifying 2012,0.0,Cayman Islands
2012-04-25,Jordan,Lebanon,Asian Five Nations 2012,0.0,United Arab Emirates
2012-04-25,Qatar,Uzbekistan,Asian Five Nations 2012,0.0,United Arab Emirates
2012-04-27,Jordan,Uzbekistan,Asian Five Nations 2012,0.0,United Arab Emirates
2012-04-27,Lebanon,Qatar,Asian Five Nations 2012,0.0,United Arab Emirates
2012-04-27,United Arab Emirates,Hong Kong,Asian Five Nations 2012,0.0,United Arab Emirates
2012-04-28,Kenya,Uganda,Elgon Cup 2012,0.0,Kenya
2012-04-28,Armenia,Serbia,European Nations Cup 2012,0.0,
2012-04-28,Kazakhstan,Japan,Asian Five Nations 2012,0.0,Kazakhstan
2012-04-28,Croatia,Malta,European Nations Cup 2012,0.0,Croatia
2012-04-28,Bulgaria,Cyprus,European Nations Cup 2012,0.0,Bulgaria
2012-04-28,Latvia,Lithuania,European Nations Cup 2012,0.0,Latvia
2012-05-05,Hong Kong,Korea,Asian Five Nations 2012,0.0,Hong Kong China
